Name,Profession,Dob,picture,notable_work
Samuel Parker,Actor,,"https://m.media-amazon.com/images/M/MV5BYWJkMDBhZWMtZGE4OS00NGI5LWE4ODItZmU5ZmU5NmJhNzcyXkEyXkFqcGdeQXVyNjQ0NTQ3MzQ@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Transformers: The Last Knight,Total Eclipse,Conan,Me, Myself and I"
Susanne Uhlen,Actress,1955-1-17,"https://m.media-amazon.com/images/M/MV5BM2FiODY1OGEtMjEzOS00ZTliLThjNzMtMTJmYWZhNThlMzcxXkEyXkFqcGdeQXVyNTk5NzQ5Ng@@._V1_UY317_CR71,0,214,317_AL__QL50.jpg","To the Bitter End,Birdie,Der Mörder mit dem Seidenschal,Angels with Burnt Wings"
Anthony Leone,Writer,1982-6-4,"https://m.media-amazon.com/images/M/MV5BNzVlMmViYzAtMDE3ZC00OTZhLTk2ZTMtOTk3MzFjZmZkZjlmXkEyXkFqcGdeQXVyNDU1NTIxMjA@._V1_UY317_CR5,0,214,317_AL__QL50.jpg","Hacksaw,Mike & Fred vs The Dead"
Ryan Reynolds,Actress,1986-5-22,,"Arslan Senki,Wolf Children,Darling in the Franxx,Black Clover"
Srinda Ashab,Actress,,"https://m.media-amazon.com/images/M/MV5BMzUzZjYxNDgtYzkwNy00MGJhLWE5MTAtY2QxMTUzNmU0ZGM2XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY317_CR0,0,214,317_AL__QL50.jpg","Njandukalude Naattil Oridavela,Manglish,Parava,Loham"
Anna Bonaiuto,Actress,1950-1-28,"https://m.media-amazon.com/images/M/MV5BMjAwNjE4MjE4OF5BMl5BanBnXkFtZTcwNDI3MTMyNA@@._V1_UY317_CR6,0,214,317_AL__QL50.jpg","L'amore molesto,Il Postino,Il Divo,My Brother Is an Only Child"
Jimmy Kustes,Actor,,"https://m.media-amazon.com/images/M/MV5BMTg4ODc2MzQ4NF5BMl5BanBnXkFtZTgwNzM3NTM0NzE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Body Swap,She's a Princess,New Cops"
Jaime Zevallos,Actor,,"https://m.media-amazon.com/images/M/MV5BMmZkMmI3N2EtNzJjMS00YTEzLTllN2UtMzFlODU3NWNjN2I0XkEyXkFqcGdeQXVyMTYxODA2NTM@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Cloak & Dagger,The Summoning,Animal Kingdom,Duke"
Robin Driscoll,Actor,,,"Mr. Bean,Bean,Mr. Bean's Holiday,They Came from Somewhere Else"
Loni Peristere,Visual Effects,1971-4-25,"https://m.media-amazon.com/images/M/MV5BMDhiZDg3NzctMzE3Yy00MWY2LWI3MDQtZjNhY2Y2NThhODk2XkEyXkFqcGdeQXVyMjgwMTUyNg@@._V1_UY317_CR130,0,214,317_AL__QL50.jpg","Castle Rock,Truth Be Told,A Series of Unfortunate Events,American Horror Story"
Ryan Homchick,Actor,,"https://m.media-amazon.com/images/M/MV5BMTQ3NjIxMzAzNV5BMl5BanBnXkFtZTcwMjMwMTI0Nw@@._V1_UY317_CR3,0,214,317_AL__QL50.jpg","Insatiable,Being Mary Jane,She's Lost Control,The OA"
Benny Medina,Producer,1958-1-24,"https://m.media-amazon.com/images/M/MV5BMjE4Mzk5ODM5M15BMl5BanBnXkFtZTYwMTU2MjU1._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Hustlers,Maid in Manhattan,The Fresh Prince of Bel-Air,Anything Else"
Steve Thompson,Writer,,,"Sherlock,Doctor Who,Vienna Blood,Jericho"
Nikita Dragun,Actress,,"https://m.media-amazon.com/images/M/MV5BMDJmNmM4Y2YtMWMyNy00OWY4LTllZTMtMDk0MDg4MjdlZTc0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY317_CR125,0,214,317_AL__QL50.jpg","Escape the Night,Iggy Azalea Feat. Kash Doll: Fuck It Up,Nikita Unfiltered,YouTubers React"
Lannan Eacott,Actor,,,"Lazer Team,Free Guy,Lifestyle Classic,Off Topic"
Allison Bertolino,Actress,1991-2-2,"https://m.media-amazon.com/images/M/MV5BMTIyNjIzMzk5N15BMl5BanBnXkFtZTYwODA5Mjc1._V1_UY317_CR7,0,214,317_AL__QL50.jpg","Divine Secrets of the Ya-Ya Sisterhood,With Friends Like These...,Party of Five,Flipper"
David Puttnam,Producer,1941-2-25,"https://m.media-amazon.com/images/M/MV5BYWRjNTdhODktZWIyZi00Yjk1LThmNDAtYWE0MTUxNjBmYTljXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_UY317_CR22,0,214,317_AL__QL50.jpg","Chariots of Fire,The Mission,The Killing Fields,Midnight Express"
Raymond Anthony Thomas,Actor,1956-12-19,"https://m.media-amazon.com/images/M/MV5BOTY5MDU4MjI4MV5BMl5BanBnXkFtZTgwNjU3NjQwMzE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Shutter Island,Half Nelson,Trouble with the Curve,The Manchurian Candidate"
Chris Abbott,Producer,,"https://m.media-amazon.com/images/M/MV5BZWQ1MThiZjUtZWVkOC00YjE2LWFkMjktMmNlZTdkZWY1YmY2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY317_CR1,0,214,317_AL__QL50.jpg","Magnum, P.I.,The Bold and the Beautiful,Legacy,Quantum Leap"
Simon Gregson,Actor,1974-10-2,"https://m.media-amazon.com/images/M/MV5BMTQ3NTM0NTc4M15BMl5BanBnXkFtZTgwODA1NDM0MjE@._V1_UY317_CR104,0,214,317_AL__QL50.jpg","Coronation Street,TV Burp,Coronation Street: After Hours,Red Dwarf"
Oksana Chester,Actress,,"https://m.media-amazon.com/images/M/MV5BMjg0YTM1YTctMDM4OS00YjBkLWE3MTgtZDMwZjU1MDYwNGE5XkEyXkFqcGdeQXVyNTUyMDMyNTk@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","The Book of Judith,Homecoming Revenge,A Life Lived,Snapped: She Made Me Do It"
Danny Arnold,Writer,1925-1-23,,"Barney Miller,My World and Welcome to It,That Girl,The War Between Men and Women"
Pamela Guest,Actress,1950-8-5,"https://m.media-amazon.com/images/M/MV5BZTAyMDUyNDktNzE5YS00MDdjLTkzNDMtZjY2ODA5NGMzYTBhXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Blue Velvet,Married,Nuts,Patty Hearst"
Aaron Brooks,Actor,,"https://m.media-amazon.com/images/M/MV5BMTcyODU1NzQxM15BMl5BanBnXkFtZTgwMzkyMjIyMjE@._V1_UY317_CR104,0,214,317_AL__QL50.jpg","Bad City,Stargate SG-1,Alien Trespass,What Goes Up"
Ralph Carlsson,Actor,1952-3-5,"https://m.media-amazon.com/images/M/MV5BMjg0N2FmNTUtZTYwNS00ZDc4LTg1OTEtOTY2ZGFkMTM1Yjc4XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UY317_CR38,0,214,317_AL__QL50.jpg","Show Me Love,The Girl Who Played with Fire,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,Millennium"
Igor Tuveri,Writer,1958-9-26,,"5 Is the Perfect Number,L'accabadora,Last Summer,Igort, il paesaggio segreto"
Tyrone Parsons,Actor,,,"Trailer Park Boys,Trailer Park Boys: The Movie,Say Goodnight to the Bad Guys,Trailer Park Boys: Don't Legalize It"
Vivek Shauq,Actor,1963-6-21,"https://m.media-amazon.com/images/M/MV5BNjZiMWJmYzUtZjY3My00MzFkLTk4YjktNWVkZTNhMjdhMjA4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","Gadar: Ek Prem Katha,Nalaik,Koi... Mil Gaya,Lagda Ishq Ho Gaya"
Brent Maddock,Writer,,,"Wild Wild West,Tremors,Tremors,Heart and Souls"
Caprice Cayetano,Actress,,"https://m.media-amazon.com/images/M/MV5BNDM4OGY5NjQtZWYyYS00YTE0LWJlZWMtYTgwZmFkYmU2ZjQyXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Trip Ubusan: The Lolas vs Zombies,Alyas Robin Hood,Kambal, karibal,Prima Donnas"
John Turk,Actor,1962-3-13,"https://m.media-amazon.com/images/M/MV5BMTY4OTMwMzAxNV5BMl5BanBnXkFtZTcwOTkxMTEzMQ@@._V1_UY317_CR1,0,214,317_AL__QL50.jpg","Transformers: Dark of the Moon,Prison Break,Mortal Kombat Mythologies: Sub-Zero,Ultimate Mortal Kombat 3"
Steven Bernstein,Cinematographer,,"https://m.media-amazon.com/images/M/MV5BMjVmNjE1YWQtM2U5MC00OTAzLWJiOGUtNzhmNWVmMTQwNzIwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR90,0,214,317_AL__QL50.jpg","Monster,Last Call,Decoding Annie Parker,Magic City"
Diego Joaquin Lopez,Actor,,"https://m.media-amazon.com/images/M/MV5BMTU5OGI3OWMtYzFkNS00N2FjLWI5OTktZDZlYzVlMjY3ODY3XkEyXkFqcGdeQXVyMTUyNjgxMDY@._V1_UY317_CR20,0,214,317_AL__QL50.jpg","Blaze You Out,Terminator Salvation,Shot Caller,Torcida"
Pierre-François Martin-Laval,Actor,1968-6-25,"https://m.media-amazon.com/images/M/MV5BMjM5NTk0NGMtYmUxMy00NzU4LThiZDktMmYyNjQyYzRjOThhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","Try Me,RRRrrrr!!!,Asterix and Obelix Meet Cleopatra,Fahim"
Gyu-ri Kim,Actress,1979-8-16,"https://m.media-amazon.com/images/M/MV5BMTYzMDQ3NDM1Ml5BMl5BanBnXkFtZTgwMDEzNzE1MjE@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","Memento Mori,Portrait of a Beauty,2009: Lost Memories,The King's Face"
Ward Roberts,Actor,1978-9-1,"https://m.media-amazon.com/images/M/MV5BMTY0MTE2OTczNF5BMl5BanBnXkFtZTgwODI1OTU3OTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Westworld,The Nice Guys,Agents of S.H.I.E.L.D.,The Most Hated Woman in America"
David Lindsay-Abaire,Writer,1969-11-30,"https://m.media-amazon.com/images/M/MV5BMjEzODkwOTAxMV5BMl5BanBnXkFtZTcwOTg2MDYxNA@@._V1_UY317_CR5,0,214,317_AL__QL50.jpg","Rabbit Hole,Rise of the Guardians,Poltergeist,Robots"
Karim Hussain,Cinematographer,,"https://m.media-amazon.com/images/M/MV5BMTEzNzI0MTY4MTheQTJeQWpwZ15BbWU4MDE5OTMxNzYx._V1_UY317_CR51,0,214,317_AL__QL50.jpg","Ascension,The Beautiful Beast,Hobo with a Shotgun,Free Fire"
Zinaid Memisevic,Actor,1950-4-26,"https://m.media-amazon.com/images/M/MV5BZGE0ZDYxNzctZjQxNS00ODE0LWE4NjMtMTAzYjE0ZTE3OGM1XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UY317_CR175,0,214,317_AL__QL50.jpg","2012,I Spy,Miracle,Pappy and Speedster"
Iyanla Vanzant,Actress,1953-9-13,"https://m.media-amazon.com/images/M/MV5BMTQ0MTI3NjM5OF5BMl5BanBnXkFtZTYwNjAxMTI0._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Girls Trip,The Last Stand,Starting Over,Claws"
Lisa London,Casting Director,,"https://m.media-amazon.com/images/M/MV5BMGY3NmY4OGMtZDQyZS00NThjLWFmMWQtMDA5YThjYWQ0MzU3XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Hannah Montana,Grandma's Boy,The House Bunny,The Suite Life of Zack & Cody"
Hillary Seitz,Writer,,,"Insomnia,Eagle Eye,The Woman in Cabin 10,Button Man: The Killing Game"
Jim Mallon,Producer,1956-3-19,,"Mystery Science Theater 3000,Mystery Science Theater 3000: The Movie,Blood Hook,Melon Drop 1987"
Michael Emery,Actor,,"https://m.media-amazon.com/images/M/MV5BYTNmZjNhNzUtYmE5MS00MzIyLThlOTctMzRmNDcwMTU2ZjY1XkEyXkFqcGdeQXVyMjMyMDY5MTg@._V1_UY317_CR175,0,214,317_AL__QL50.jpg","Bone Tomahawk,All My Children,Bad Parents,American Wisper"
Bethany Watson,Actress,1984-12-15,"https://m.media-amazon.com/images/M/MV5BYzU5MzU0NjUtYTJkMi00NDI3LWFhZGEtODdiYTE4OWQ0ZDQ5XkEyXkFqcGdeQXVyMjk2OTc2NzE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Labeled,Lonely Hearts,Anya Marina: Indie-pendent Woman,Pet Peeved"
Donna Burke,Actress,1964-12-12,"https://m.media-amazon.com/images/M/MV5BYTBhNDBmYTktYjNiOS00NmI0LTk5M2ItOWRlMTM5ZGZhMDlkXkEyXkFqcGdeQXVyMjI4NTM3Mzk@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Metal Gear Solid V: The Phantom Pain,Tokyo Ghoul: Root A,Silent Hill 2,Magical Girl Lyrical Nanoha the Movie 1st"
Anton Cropper,Second Unit Director or Assistant Director,,,"Black-ish,Suits,Monk,House of Lies"
Joko Diaz,Actor,,"https://m.media-amazon.com/images/M/MV5BNzc1YzhjYjItYTI3ZS00YjhmLWE0NDYtOGNhZGFmOWM4MzA5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Sigaw ng katarungan,Boy Negro,Mulawin vs Ravena,Ibigay mo sa akin ang bukas"
Shigeru Miyamoto,Writer,1952-11-16,"https://m.media-amazon.com/images/M/MV5BYTViMTA1MzEtODgyZi00YmM2LTgzMjAtYTgxN2JiYjZlNzc4XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY317_CR76,0,214,317_AL__QL50.jpg","Super Mario Bros.,The Legend of Zelda: Majora's Mask,Super Mario Sunshine,Super Mario 64 DS"
Teruyuki Kagawa,Actor,1965-12-7,"https://m.media-amazon.com/images/M/MV5BMjE3MDgwOTI3N15BMl5BanBnXkFtZTcwMzIxNDAyMg@@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","Out,Sway,Pickpocket,Boy's Choir"
Anna Stromberg,Actress,,"https://m.media-amazon.com/images/M/MV5BMDIzMzY0ZTctYmY2Mi00MzBlLTgxYTctNTc4MGUyMTZiZDc2XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","The Lost Footage of Leah Sullivan,Well Wishes,Concession,One Tree Hill"
Bruno Todeschini,Actor,1962-9-19,"https://m.media-amazon.com/images/M/MV5BMzUzNjI5OTY1MV5BMl5BanBnXkFtZTcwODI4Njg4OA@@._V1_UY317_CR14,0,214,317_AL__QL50.jpg","Son frère,Va Savoir (Who Knows?),That Day,Fleurs de sang"
Dina El Sherbiny,Actress,,,"Horoob Etirari: Forced Escape,Al Hafla,Detention Letter,Hepta: The Last Lecture"
Ben Frost,Composer,,"https://m.media-amazon.com/images/M/MV5BZDNiZWM2ZDctMTEwMS00ZjZkLTgwMjMtOTdhNTdkNjY0ZWZjXkEyXkFqcGdeQXVyNTgyMjg3NjU@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Dark,Sleeping Beauty,Super Dark Times,Raised by Wolves"
Kaan Müjdeci,Director,,"https://m.media-amazon.com/images/M/MV5BYjE0MTFjNmQtNWU0Ny00YmYxLWI0ZjMtYmI4OTM5MjQyMGE1XkEyXkFqcGdeQXVyNTU1NTQ2NTM@._V1_UY317_CR23,0,214,317_AL__QL50.jpg","Sivas,Tag der Deutschen Einheit,Iguana Tokyo,Kapali Gise: Turkiye'de Tekellesen Film Dagitimi"
Graham Baker,Director,1938-11-0,,"Alien Nation,Leaving Lily,Beowulf,Amazing Stories"
Derek Godfrey,Actor,1924-6-3,,"The Abominable Dr. Phibes,A Midsummer Night's Dream,Warship,The Avengers"
Jack Perez,Director,,"https://m.media-amazon.com/images/M/MV5BMjVlYzk1OTUtNmFiZC00N2UzLTkzN2ItMmZiN2Q0YWY3YmVjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR51,0,214,317_AL__QL50.jpg","Some Guy Who Kills People,La Cucaracha,Mega Shark vs. Giant Octopus,Wild Things II: Making the Glades"
Diego Cortina Autrey,Actor,,"https://m.media-amazon.com/images/M/MV5BMjQzMTMxMzYwMF5BMl5BanBnXkFtZTgwMDMwNTAwNzM@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Roma,Road to Roma"
Gunilla Röör,Actress,1959-8-16,"https://m.media-amazon.com/images/M/MV5BN2NmOTY1ZjQtMjlkOS00NDFjLWIxODItNDQ3ZGMxYjQwMmJhXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","Sommaren,Freud Leaving Home,The Angel,Beck"
Adolfo Aristarain,Second Unit Director or Assistant Director,1943-10-19,"https://m.media-amazon.com/images/M/MV5BMGU5NzY2NGYtNGY4Zi00ZWFmLTg2ZjMtMzQ3OWZjMDJkYjBjXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Common Ground,Roma,Time for Revenge,Martín (Hache)"
Alison Stover,Actress,,"https://m.media-amazon.com/images/M/MV5BZjcyNWIyMDEtZDg5ZS00OWZlLTkzNzYtNmQzNDViN2NhMDcwXkEyXkFqcGdeQXVyMTE4OTk0NzQ@._V1_UY317_CR51,0,214,317_AL__QL50.jpg","Law & Order: Criminal Intent,Louie,Infiltrate"
William D. Wittliff,Writer,1940-1-21,"https://m.media-amazon.com/images/M/MV5BNjZiNTFlYzEtODg0NS00YzA1LTgzNWItODcwODZmMjE5OWI0XkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Legends of the Fall,The Perfect Storm,Lonesome Dove,Red Headed Stranger"
Marita De Leon,Actress,1969-2-18,"https://m.media-amazon.com/images/M/MV5BMjA0NjU3NzE5OF5BMl5BanBnXkFtZTYwMzIyMTk0._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Mi vida loca,Strong Medicine,CSI: Miami,Kiss Me a Killer"
Arthur Rankin Jr.,Producer,1924-7-19,,"Willy McBean and His Magic Machine,The Hobbit,The Last Dinosaur,The Little Drummer Boy Book II"
David Platt,Director,,,"Law & Order,King of New York,Friday the 13th Part 2,Law & Order: Special Victims Unit"
The Police,Soundtrack,,"https://m.media-amazon.com/images/M/MV5BMjU0ZjU1OTUtODY0Zi00MGIzLTg0YmQtYTkzNDQ4OTBhNWIyXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UY317_CR175,0,214,317_AL__QL50.jpg","Red Planet,Copycat,The Wedding Singer,Rush Hour 2"
Russell Mael,Soundtrack,1948-10-5,"https://m.media-amazon.com/images/M/MV5BNTA2Nzc3MzQ5NF5BMl5BanBnXkFtZTgwNDM5ODU4NzM@._V1_UY317_CR20,0,214,317_AL__QL50.jpg","Fright Night,Black Rain,Alan Partridge,Annette"
Priya Krishnaswamy,Editor,,,"Baaram,Gangoobai,Percy,Against All Odds"
Kieran Mulcare,Actor,,"https://m.media-amazon.com/images/M/MV5BMWFhNDZhZWUtM2VkMC00NzUxLTg4NGEtNjkwMzQyZjU2OWZhXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UY317_CR175,0,214,317_AL__QL50.jpg","Jessica Jones,Gotham,Broad City,Cicada"
Andrew Bush,Writer,,"https://m.media-amazon.com/images/M/MV5BMTkzODA4NDQ4Ml5BMl5BanBnXkFtZTcwMjI3MDkyMQ@@._V1_UY317_CR42,0,214,317_AL__QL50.jpg","Roller Town,Picnicface,Cavendish,Everyone's Famous"
Milhem Cortaz,Actor,1972-12-6,"https://m.media-amazon.com/images/M/MV5BMjEwOTUxNzc4OF5BMl5BanBnXkFtZTgwOTgzNjk2NjE@._V1_UY317_CR104,0,214,317_AL__QL50.jpg","Elite Squad,Elite Squad: The Enemy Within,Carandiru,Mais Forte que o Mundo: A História de José Aldo"
John Agnello,Actor,1987-5-5,"https://m.media-amazon.com/images/M/MV5BMTg1NTI2MTM0NF5BMl5BanBnXkFtZTYwMDY0NDc1._V1_UX214_CR0,0,214,317_AL__QL50.jpg","The Cadillac Crew,Growing Up Gotti,Love Written in Blood,VH1 Big in 05"
Vijayshanti,Actress,1966-6-24,"https://m.media-amazon.com/images/M/MV5BYjI5YzEwMDYtZGQ1Zi00Y2Y5LWE2MTEtZTRmNzlmNzA3NDY0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR3,0,214,317_AL__QL50.jpg","Karthavyam,Bharata Nari,Osey Ramulamma,Pratighatana"
Edward Albee,Writer,1928-3-12,"https://m.media-amazon.com/images/M/MV5BMjA3MTI5NTc5NV5BMl5BanBnXkFtZTcwMjI4MzA1Mw@@._V1_UY317_CR3,0,214,317_AL__QL50.jpg","A Delicate Balance,Who's Afraid of Virginia Woolf?,The Ballad of the Sad Cafe,New York Television Theatre"
Jonas Carpignano,Writer,1984-1-16,"https://m.media-amazon.com/images/M/MV5BZjhlYzYwYTktMjJhZi00ZDE1LTkwOTgtZjFlN2E1ZDkxNGRhXkEyXkFqcGdeQXVyMTA0MjI4NTI@._V1_UY317_CR21,0,214,317_AL__QL50.jpg","A Ciambra,Mediterranea,Young Lions of Gypsy,A Chjàna"
Jürgen Brüning,Producer,1958-8-26,,"He Is Bold and He Is Racist, He Is Gay and He Is a Fascist,Longing,Fucking Different XXX,West Fucks East"
Mylène Mackay,Actress,1987-7-7,"https://m.media-amazon.com/images/M/MV5BMjQxMzY1NjUxMV5BMl5BanBnXkFtZTgwODgyNjEwMDI@._V1_UY317_CR0,0,214,317_AL__QL50.jpg","L'Âge adulte,Nelly,Endorphine,Mafia Inc"
Eline Kuppens,Actress,1982-10-28,,"Left Bank,Vermist,High Heels, Low Tide,Zot van A."
Tinna Hrafnsdóttir,Actress,,,"The Cliff,Quake,Munda,Skjálfti"
Jordan Van Vranken,Actress,,"https://m.media-amazon.com/images/M/MV5BY2MyZTM4MDItZjYzOS00YmRiLWJiZmItNTYwN2JlZThhOThkXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Bad Teacher,After the Wizard,Criminal Minds,The Wolves of Savin Hill"
Chuck Konzelman,Writer,1960-0-0,"https://m.media-amazon.com/images/M/MV5BMTc1MjM3NDY0N15BMl5BanBnXkFtZTgwNTQ3MTA1ODE@._V1_UY317_CR115,0,214,317_AL__QL50.jpg","God's Not Dead,God's Not Dead 2,Do You Believe?,What If..."
Amber Gray,Actress,,"https://m.media-amazon.com/images/M/MV5BNTcxMjIzNDQyM15BMl5BanBnXkFtZTgwMTYxNzQwMzE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Law & Order: Special Victims Unit,The Weekend,Blow Up,Master"
Enni Ojutkangas,Actress,,"https://m.media-amazon.com/images/M/MV5BNWMxZjU5YTQtMzRiNS00YTdiLWE0NDktM2E3ZDAzYjkzZjcwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Elysium Hernalsiense,Bunny the Killer Thing,Presidentti,Kimmo"
Ayelet Waldman,Producer,1964-0-0,"https://m.media-amazon.com/images/M/MV5BOTI3MDQyOTY0MV5BMl5BanBnXkFtZTcwNjU2OTM4Mg@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Unbelievable,Star Trek: Picard,The Amazing Adventures of Kavalier & Clay,Hobgoblin"
Cherry Ngan,Actress,1993-12-27,"https://m.media-amazon.com/images/M/MV5BZjNjOWRiNmEtZWVhMS00OGYwLWExNDktNGRiODM5NjkxOGIzXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Xun long jue,At Cafe 6,The Way We Dance,Nightfall"
Luz María Jerez,Actress,,"https://m.media-amazon.com/images/M/MV5BYjVkNTUzZmUtNTlhMi00MzVkLTgyMDktNjgyYjUyNzFkYjFlXkEyXkFqcGdeQXVyMTAyMDE3Njkw._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Acapulco La vida va,Querida Enemiga,Por un beso,Verano de amor"
Danielle Gelehrter,Actress,,"https://m.media-amazon.com/images/M/MV5BMTlmMmQxMDEtYWZjOC00NTc4LWFiYWUtOTRjMTNmODRmODUxXkEyXkFqcGdeQXVyMzI2MDEwNA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Penny Dreadful's Shilling Shockers,The Dreadful Hallowgreen Special,The Lashman,Tailypo"
Pepe Avila del Pino,Cinematographer,,"https://m.media-amazon.com/images/M/MV5BMTUzMTQwMTUxNV5BMl5BanBnXkFtZTgwMzYxMTQyNjE@._V1_UY317_CR114,0,214,317_AL__QL50.jpg","Ozark,The Deuce,The Kindergarten Teacher,Impulse"
Alp Akar,Actor,2006-2-27,,"Our Story,Payitaht Abdülhamid,Umutsuz Ev Kadinlari,Darbe"
Art Kulik,Actor,1984-1-10,"https://m.media-amazon.com/images/M/MV5BOWIxOGE5ZDctZjE5NC00ZDZjLWFiZDEtMjVlOTkyMDZjNmU4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR24,0,214,317_AL__QL50.jpg","Rizzoli & Isles,Scorpion,Teen Wolf,Bosch"
Yagiz Atakan Savas,Actor,,"https://m.media-amazon.com/images/M/MV5BYzlhYThiMWUtNGE4Zi00YmQzLWJmNGUtNGMyMDA4MGJlZTJhXkEyXkFqcGdeQXVyMTE2Njg1MDkz._V1_UY317_CR21,0,214,317_AL__QL50.jpg","The Messenger,Ezel,Ankara Yazi Veda Mektubu,Remember Darling"
Gerald Anderson,Actor,1989-3-7,"https://m.media-amazon.com/images/M/MV5BMGMyNTMxODItNmI5ZC00MWI0LTkyZjgtYzEwMDc5ODQyM2M4XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Maalaala mo kaya,On the Job,Dyesebel,First Day High"
Meredith Deane,Actress,1989-8-9,"https://m.media-amazon.com/images/M/MV5BNTk0OTYxMTYzN15BMl5BanBnXkFtZTcwNzUxMTkyMQ@@._V1_UY317_CR6,0,214,317_AL__QL50.jpg","Once and Again,28 Days,Law & Order,Giving It Up"
Özkan Ugur,Actor,1953-10-17,"https://m.media-amazon.com/images/M/MV5BMTMzMDY0MjY1M15BMl5BanBnXkFtZTcwNzEzNDIzMQ@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","G.O.R.A.,ARIF V 216,The Bandit,A.R.O.G"
Yoko Okumura,Director,,"https://m.media-amazon.com/images/M/MV5BN2FmNTkzZTgtZmI1Ni00NTM0LTg5YTEtMmEzNTM4ZjgwZTVkXkEyXkFqcGdeQXVyNDM1ODkxNDg@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Kimi Kabuki,The Green Hornet,1:58 AM,Lexical Gap"
Tyler Parks,Actor,,"https://m.media-amazon.com/images/M/MV5BOGQwOTcwZjAtMDE0Zi00OTFmLWFiNTItZjhkNzhiOGYzNGMzXkEyXkFqcGdeQXVyMjEzMjMyNTM@._V1_UY317_CR130,0,214,317_AL__QL50.jpg","Westworld,Dear White People,The Perfect Sacrifice,Swadhisthana"
Janet Yang,Producer,1956-7-13,"https://m.media-amazon.com/images/M/MV5BMWJmODM4MGItYmMxMy00NzRiLTgzNWYtZDExZTgwNGQ3YTNkXkEyXkFqcGdeQXVyMTAzMTY1ODgz._V1_UY317_CR31,0,214,317_AL__QL50.jpg","The People vs. Larry Flynt,High Crimes,Empire of the Sun,Indictment: The McMartin Trial"
